Review Sentence,Aspect term,polarity,from,to,Anger,Disgust,Fear,Joy,Sadness,Surprise,Emotion Class,emotion context words
The food was great.,food,positive,4,8,0,0,0,4,0,0,Joy,was great
Pair you food with the excellent beers on tap or their well priced wine list.,food,neutral,9,13,0,0,0,4,0,0,Joy,excellent
Pair you food with the excellent beers on tap or their well priced wine list.,beers on tap,positive,33,45,0,0,0,4,0,0,Joy,excellent
Pair you food with the excellent beers on tap or their well priced wine list.,wine list,positive,67,76,0,0,0,4,0,0,Joy,excellent
Pair you food with the excellent beers on tap or their well priced wine list.,priced,positive,60,66,0,0,0,4,0,0,Joy,excellent
If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,music,negative,17,22,3,3,0,0,3,0,Anger,blasted isnt that great
If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,bottle minimun,negative,105,119,3,3,0,0,3,0,Anger,blasted isnt that great
All of my co-workers stated that the food was amazing and wondered why they hadn't heard about this place.,food,positive,37,41,0,0,0,4,0,0,Joy,was amazing
Metrazur has a beautiful spot overlooking the main terminal.,spot,positive,25,29,0,0,0,3,0,0,Joy,beautiful
Friendly staff that actually lets you enjoy your meal and the company you're with.,staff,positive,9,14,0,0,0,3,0,0,Joy,Friendly enjoy
Friendly staff that actually lets you enjoy your meal and the company you're with.,meal,positive,49,53,0,0,0,3,0,0,Joy,Friendly  enjoy
The restaurant is rather small but we were lucky to get a table quickly.,table,positive,58,63,0,0,0,1,0,1,Joy,were lucky
"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",Quality of food,positive,0,15,0,0,0,4,0,1,Joy,excellent cheap
"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",price,positive,33,38,0,0,0,4,0,1,Joy,excellent cheap
"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",pork,positive,58,62,0,0,0,4,0,1,Joy,"excellentcheap,"
"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",fish,positive,64,68,0,0,0,4,0,1,Joy,excellent cheap
"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",chicken,positive,70,77,0,0,0,4,0,1,Joy,excellentcheap
"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",lamb,positive,79,83,0,0,0,4,0,1,Joy,excellent cheap
"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",vegetables,positive,88,98,0,0,0,4,0,1,Joy,excellent cheap
"The place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty.",seating,negative,51,58,0,0,0,3,0,0,Joy,prett
"The place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty.",place,negative,4,9,0,1,0,0,0,0,Disgust,little tight
The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).,appetizing,positive,4,14,0,0,0,3,0,0,Joy,excellent good  reasonable
The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).,price,positive,87,92,0,0,0,3,0,0,Joy,excellent good  reasonable
"But, they were too big for the bun.",bun,neutral,31,34,1,2,1,0,1,0,Disgust,too big
"The food is fresh, delicious, and reasonably priced.",food,positive,4,8,0,0,0,3,0,0,Joy," fresh delicious, and reasonably"
"The food is fresh, delicious, and reasonably priced.",priced,positive,45,51,0,0,0,3,0,0,Joy,"fresh, delicious, and reasonably"
Raga stands out with an interesting fusion of French and Indian cooking.,fusion of French and Indian cooking,positive,36,71,0,0,0,2,0,0,Joy,an interesting
"A few tips: skip the turnip cake, roast pork buns and egg custards.",turnip cake,negative,21,32,0,0,0,0,0,0,Anger,
"A few tips: skip the turnip cake, roast pork buns and egg custards.",roast pork buns,negative,34,49,0,0,0,0,0,0,Anger,
"A few tips: skip the turnip cake, roast pork buns and egg custards.",egg custards,negative,54,66,0,0,0,0,0,0,Anger,
The bagels are fabulous.,bagels,positive,4,10,0,0,0,3,0,0,Joy,fabulous.
"Oh yes, and they lie on the phone, claiming they have seating in the garden, then of course the seats are not available.",seating in the garden,neutral,54,75,2,3,0,0,2,0,Disgust,they lie  not available.
"Oh yes, and they lie on the phone, claiming they have seating in the garden, then of course the seats are not available.",seats,neutral,96,101,2,3,0,0,2,0,Disgust,they lie not available
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,service,positive,77,84,0,0,0,4,0,1,Joy,was good very relaxing
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,place,positive,123,128,0,0,0,4,0,1,Joy,was good very relaxing
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,water,neutral,42,47,0,0,0,4,0,1,Joy,was goodvery relaxing
"The food was very good, a great deal, and the place its self was great.",food,positive,4,8,0,0,0,4,0,1,Joy,very goodgreat great
"The food was very good, a great deal, and the place its self was great.",place,positive,46,51,0,0,0,4,0,1,Joy,very good great great.
The food options rule.,food options,positive,4,16,0,0,0,0,0,0,Anger,
A great choice at any cost and a great deal.,cost,positive,22,26,0,0,0,3,0,0,Joy,A great
"We ate here in March, 2006 and ordered the pre-theatre 3-course dinner with wine flight.",pre-theatre 3-course dinner,neutral,43,70,0,0,0,0,0,0,Anger,
"We ate here in March, 2006 and ordered the pre-theatre 3-course dinner with wine flight.",wine flight,neutral,76,87,0,0,0,0,0,0,Anger,
"Probably much busier for lunch, it's seldom crowded for dinner (too close to downtown).",lunch,neutral,25,30,1,2,0,0,1,0,Disgust,crowded
"Probably much busier for lunch, it's seldom crowded for dinner (too close to downtown).",dinner,neutral,56,62,1,2,0,0,1,0,Disgust,crowded
"Their calzones are horrific, bad, vomit-inducing, YUCK.",calzones,negative,6,14,3,4,3,0,3,0,Disgust,"horrific, bad,"
It takes forever to get a drink and they almost always forget to bring something (although they dont forget to charge you for it.,drink,neutral,26,31,1,1,0,0,0,2,Surprise,almost always forget to
The place itself is beautiful the bar scene seems to be happening.,place,positive,4,9,0,0,0,4,0,1,Joy,beautifu
The place itself is beautiful the bar scene seems to be happening.,bar scene,positive,34,43,0,0,0,4,0,1,Joy,beautiful
"Saturday, Nov. 6th I had a group from work come in with about 35 people and the staff was amazing to accomodate us.",staff,positive,80,85,0,0,0,4,0,1,Joy,f was amazing
"Good spreads, great beverage selections and bagels really tasty.",spreads,positive,5,12,0,0,0,3,0,0,Joy,Good  great really tasty
"Good spreads, great beverage selections and bagels really tasty.",beverage selections,positive,20,39,0,0,0,3,0,0,Joy,Goodgreat  really tasty
"Good spreads, great beverage selections and bagels really tasty.",bagels,positive,44,50,0,0,0,3,0,0,Joy,Good great really tasty
"First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them.",waiter,negative,11,17,2,1,0,0,2,0,Anger,neglected
"First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them.",specials,positive,63,71,2,1,0,0,2,0,Anger,neglected
"First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them.",served,negative,22,28,2,1,0,0,2,0,Anger,neglected
"Also, top the meal with a delicious and perfect slice of tiramisu.",tiramisu,positive,57,65,0,0,0,4,0,1,Joy,delicious and perfect s
"Also, top the meal with a delicious and perfect slice of tiramisu.",meal,neutral,14,18,0,0,0,4,0,1,Joy,delicious and perfect
Check out the secret back room.,secret back room,positive,14,30,0,0,0,0,0,0,Anger,
"It's also attached to Angel's Share, which is a cool, more romantic bar...",bar,positive,68,71,0,0,0,4,0,0,Joy,"a cool, more romantic"
"Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door.",food,positive,10,14,0,2,2,2,1,0,Disgust,Authentic REAL try to push you out
"Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door.",service,positive,34,41,0,2,2,2,1,0,Disgust,Authentic REAL try to push you out
Stick to the gulab jamun.,gulab jamun,positive,13,24,0,0,0,0,0,0,Anger,
"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.",prices,positive,113,119,0,0,0,3,0,0,Joy,amazed greatgreat good wonderful
"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.",atmosphere,positive,127,137,0,0,0,3,0,0,Joy,amazedgreat  great good wonderful
"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.",service,positive,144,151,0,0,0,3,0,0,Joy,amazed great great  good wonderful
"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.",wine list,positive,168,177,0,0,0,3,0,0,Joy,"amazed  great, great  goodwonderful"
I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,diner,neutral,28,33,2,3,0,0,2,0,Disgust,as they squeezed
I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,wait staff,negative,61,71,2,3,0,0,2,0,Disgust,as they squeezed
I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,table,negative,41,46,2,3,0,0,2,0,Disgust,as they squeezed
With the theater 2 blocks away we had a delicious meal in a beautiful room.,meal,positive,50,54,0,0,0,3,0,1,Joy,deliciousbeautiful
With the theater 2 blocks away we had a delicious meal in a beautiful room.,room,positive,70,74,0,0,0,3,0,1,Joy,delicious beautiful
"We've only eaten in the restaurant once, but we have ordered many times for dinner.",dinner,neutral,76,82,1,1,0,0,1,0,Anger,we have ordered many
By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.,pig feet ginger simmered in black vinegar,positive,172,213,1,1,1,0,1,0,Anger,By far this
By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.,desserts with frog jelly,positive,118,142,1,1,1,0,1,0,Anger,By far this
The food is great and reasonably priced.,food,positive,4,8,0,0,0,4,0,0,Joy,great and reasonably
The food is great and reasonably priced.,priced,positive,33,39,0,0,0,4,0,0,Joy,great and reasonably
I would definitely recommend SEA if you like thai cuisine!,thai cuisine,positive,45,57,0,0,0,3,0,0,Joy,definitely recommend
"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",crew,positive,43,47,0,0,0,2,0,0,Joy,have always treated me
"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",host,positive,19,23,0,0,0,2,0,0,Joy,have always treated me
"The restuarant itself is not large, but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic Taiwanese.",round tables,positive,62,74,0,3,1,3,2,0,Disgust," is not large, authentic"
"The restuarant itself is not large, but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic Taiwanese.",Taiwanese,positive,141,150,0,3,1,3,2,0,Disgust," not large,authentic"
"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",portion,conflict,52,59,0,0,0,3,0,1,Joy,was finethe best
"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",french fries,positive,103,115,0,0,0,3,0,1,Joy,was finethe best
"It is the type of place to run into old friends and have a late, raucus dinner.",dinner,positive,72,78,0,0,0,0,0,0,Anger,
"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",food,positive,4,8,0,0,0,3,0,1,Joy,deliciousnever a disappointment
"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",dishes,positive,72,78,0,0,0,3,0,1,Joy,deliciousnever a disappointment.
"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",specials,positive,33,41,0,0,0,3,0,1,Joy,deliciousnever a disappointment.
"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",regular menu-fare,positive,49,66,0,0,0,3,0,1,Joy,delicious never a disappointment.
Prices are in line.,Prices,neutral,0,6,0,0,0,0,0,0,Anger,
"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",fresh tomato sauce,positive,19,37,0,0,0,3,0,0,Joy,freshbetter
"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",fresh mozz cheese,positive,39,56,0,0,0,3,0,0,Joy,fresh better
"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",basil,positive,58,63,0,0,0,3,0,0,Joy,freshbetter
"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",dough,positive,72,77,0,0,0,3,0,0,Joy,freshbetter
"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",pizza,positive,141,146,0,0,0,3,0,0,Joy,fresh better
"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",flour,positive,102,107,0,0,0,3,0,0,Joy,freshbetter
The food is prepared quickly and efficiently.,food,positive,4,8,0,0,0,4,0,0,Joy,quickly and efficiently.
"For all of you new to Indian food, try the Paneer Roll, it is a piece of heaven.",Indian food,positive,22,33,0,0,0,0,0,0,Anger,
"For all of you new to Indian food, try the Paneer Roll, it is a piece of heaven.",Paneer Roll,positive,43,54,0,0,0,0,0,0,Anger,
The food looked very appetizing and delicious since it came on a variety of fancy plates.,food,positive,4,8,0,0,0,3,0,1,Joy,appetizing and delicious fancy
The food looked very appetizing and delicious since it came on a variety of fancy plates.,plates,positive,82,88,0,0,0,3,0,1,Joy,appetizing and deliciousfancy
Both the fresh mozzerella slices and the Plain Cheese slice are phenomenal.,fresh mozzerella slices,positive,9,32,0,0,0,3,0,1,Joy,freshphenomenal
Both the fresh mozzerella slices and the Plain Cheese slice are phenomenal.,Plain Cheese slice,positive,41,59,0,0,0,3,0,1,Joy,freshphenomenal
"The food is terrible and overall, I would have to say avoid at all costs.",food,negative,4,8,4,4,2,0,3,0,Anger,terribleavoid at all
"Unfortunately, the food was NOT something to get worked up about.",food,negative,19,23,1,3,1,0,2,4,Surprise,UnfortunatelyNOT something to get
"It's constantly open, catering to the Pakistani cabbies lined up on Crosby St., so there's more turnover with the food than you'd expect (i.e., surprisingly fresh).",food,positive,114,118,0,0,1,1,0,4,Surprise,there's more turnover than you'd expect
I had Filet Mignon with garlic mash.,Filet Mignon with garlic mash,neutral,6,35,0,0,0,0,0,0,Anger,
"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.",pre-theater menu,positive,39,55,0,0,0,4,0,0,Joy,it was marvelous.
"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.",roasted tomato soup with chevre,positive,68,99,0,0,0,4,0,0,Joy,it was marvelous.
"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.",steak frites,positive,101,113,0,0,0,4,0,0,Joy,it was marvelous.
"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.",creme brulee,positive,115,127,0,0,0,4,0,0,Joy,it was marvelous.
"The waitstaff were attentive, polite and helpful - an impressive feat in such close quarters.",waitstaff,positive,4,13,0,0,0,4,0,0,Joy,were attentivepolite and helpful - an impressive
"=P829- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be C827 that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",bread,positive,6,11,0,0,0,4,0,0,Joy,
"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",pizza,positive,74,79,0,0,0,4,0,0,Joy,
"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",margarite pizza with cold prosciutto and baby arugula on top,neutral,220,280,0,0,0,4,0,0,Joy,
"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",salad,neutral,289,294,0,0,0,4,0,0,Joy,
"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",Peter's Favourite pizza with prosciutto and baby arugula,neutral,149,205,0,0,0,4,0,0,Joy,
"Yes, the prices are high, but I felt it was worth it.",prices,conflict,9,15,2,3,0,0,2,0,Disgust,are high
"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",bruschettas,positive,23,34,1,3,0,0,1,0,Disgust,stagnating
"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",paninis,positive,36,43,1,3,0,0,1,0,Disgust,stagnating
"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",tramezzinis,positive,45,56,1,3,0,0,1,0,Disgust,stagnating
"Have always found that the waiters will go out of their way to be helpful, despite the fact they are often busy with lots of diners.",waiters,positive,27,34,0,0,0,3,0,0,Joy,helpfu
"Have always found that the waiters will go out of their way to be helpful, despite the fact they are often busy with lots of diners.",diners,neutral,125,131,0,0,0,3,0,0,Joy," helpful,"
"While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.",chef,positive,48,52,0,1,0,3,3,0,Joy,this isn't classical really innovative and tasty
"While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.",dishes,positive,128,134,0,1,0,3,3,0,Joy,this isn't classicalreally innovative and tasty
"While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.",cuisine,neutral,82,89,0,1,0,3,3,0,Joy,this isn't classical  really innovative and tasty
"While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.",Indian,positive,154,160,0,1,0,3,3,0,Joy,this isn't classical  really innovative and tasty
The owner truly caters to all your needs.,owner,positive,4,9,0,0,0,3,0,0,Joy,truly caters
He takes real pride in his food and his business.,food,positive,27,31,0,0,0,3,0,0,Joy,real pride
"So if you want a nice, enjoyable meal at Montparnasse, go early for the pre-theater prix-fixe.",meal,positive,33,37,0,0,0,4,0,0,Joy," nice, enjoyable "
"So if you want a nice, enjoyable meal at Montparnasse, go early for the pre-theater prix-fixe.",pre-theater prix-fixe,positive,72,93,0,0,0,4,0,0,Joy," nice, enjoyable "
"Over the years, it has always provided a pleasurable dining experience with quality food and wine.",food,positive,84,88,0,0,0,3,0,0,Joy,pleasurablequality
"Over the years, it has always provided a pleasurable dining experience with quality food and wine.",wine,positive,93,97,0,0,0,3,0,0,Joy,pleasurable quality
"Over the years, it has always provided a pleasurable dining experience with quality food and wine.",dining,positive,53,59,0,0,0,3,0,0,Joy,pleasurable quality
"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.",menu,positive,14,18,0,0,0,3,0,0,Joy,cute  helped
"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.",fried chicken,neutral,78,91,0,0,0,3,0,0,Joy,cutehelped
"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.",pork chop,neutral,93,102,0,0,0,3,0,0,Joy,cute helped
"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.",noodle dishes,neutral,108,121,0,0,0,3,0,0,Joy,cute helped
I cannot imagine better Indian food in all of the city.,Indian food,positive,24,35,0,0,0,1,0,3,Surprise,I cannot imagine better
Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,privacy,positive,80,87,0,0,0,4,0,0,Joy,Great romantic
Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,corner booth table,positive,48,66,0,0,0,4,0,0,Joy,Great romantic
Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,place,positive,15,20,0,0,0,4,0,0,Joy,Great romantic
I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,manager,negative,50,57,1,1,0,0,1,2,Surprise,told me to take my business elsewhere
I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,open faced cheese sandwich,neutral,15,41,1,1,0,0,1,2,Surprise,told me to take my business elsewhere!
very good breads as well.,breads,positive,10,16,0,0,0,4,0,0,Joy,very good
"if this happens, just ask for real naan.",naan,neutral,35,39,0,0,1,,0,2,Surprise,if this happens
We were fans of the half-price Saturday night option until some inedible squid during a recent visit.,squid,negative,73,78,0,2,1,0,0,1,Disgust,inedible
We were fans of the half-price Saturday night option until some inedible squid during a recent visit.,half-price Saturday night option,positive,20,52,0,2,1,0,0,1,Disgust,inedible
"Pizza is terrific, as is homemade pasta.",Pizza,positive,0,5,0,0,0,3,0,0,Joy,terrific
"Pizza is terrific, as is homemade pasta.",homemade pasta,positive,25,39,0,0,0,3,0,0,Joy,terrific
This is a wonderful place on all stand points especially value ofr money.,value ofr money,positive,57,72,0,0,0,3,0,0,Joy,wonderful
Example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz.,soup,positive,15,19,0,0,0,0,0,1,Surprise,where
Example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz.,mushrooms,positive,65,74,0,0,0,0,0,1,Surprise,where
"Service is not exactly five star, but thats not really a big deal.",Service,conflict,0,7,0,2,0,0,0,1,Disgust,is not exactly
There are other people waiting!,waiting,negative,23,30,0,0,0,0,0,0,Anger,
"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",beginning appetizers,positive,5,25,0,0,0,3,0,0,Joy," incredible, delicious  delighted"
"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",scallops,positive,31,39,0,0,0,3,0,0,Joy,incredible delicious delighted
"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",chocolate souffle with rasberry mint sorbet,positive,74,117,0,0,0,3,0,0,Joy,incredible deliciousdelighted
"From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",taste,positive,144,149,0,0,0,3,0,0,Joy,incredible deliciousdelighted
Consistently good Japanese Tapas.,Japanese Tapas,positive,18,32,0,0,0,4,0,0,Joy,Consistently good
"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",fish,positive,33,37,0,0,0,4,0,0,Joy,"My goodness,absolutely amazing."
"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",rice,positive,45,49,0,0,0,4,0,0,Joy,My goodnessabsolutely amazing.
"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",seaweed,positive,57,64,0,0,0,4,0,0,Joy,"My goodness,absolutely amazing."
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",dishes,positive,4,10,0,0,0,4,0,0,Joy," unique, very tasty and fresh amazing "
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",lamb sausages,positive,62,75,0,0,0,4,0,0,Joy,"unique, very tasty and fresh amazing "
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",sardines with biscuits,positive,77,99,0,0,0,4,0,0,Joy,"unique, very tasty and fresh amazing"
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",large whole shrimp,positive,101,119,0,0,0,4,0,0,Joy," unique, very tasty and freshamazing "
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",pistachio ice cream,positive,135,154,0,0,0,4,0,0,Joy," unique, very tasty and fresh amazing"
The food is reliable and the price is moderate.,food,positive,4,8,0,0,0,3,0,0,Joy,reliable moderate
The food is reliable and the price is moderate.,price,neutral,29,34,0,0,0,3,0,0,Joy,reliablemoderate
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",ambiance,positive,10,18,0,0,0,3,0,0,Joy,were great
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",atmosphere,positive,23,33,0,0,0,3,0,0,Joy,"were great,"
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",food,negative,50,54,0,1,0,0,0,1,Disgust,have been a lot better
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",service,negative,59,66,0,1,0,0,0,1,Disgust,have been a lot better.
The server was really cool and served us our food and drinks with a smile.,server,positive,4,10,0,1,0,3,0,1,Joy,really coola smile.
The server was really cool and served us our food and drinks with a smile.,food,neutral,45,49,0,1,0,3,0,1,Joy,really coola smile.
The server was really cool and served us our food and drinks with a smile.,drinks,neutral,54,60,0,1,0,3,0,1,Joy,really cool  a smile.
The server was really cool and served us our food and drinks with a smile.,served,positive,31,37,0,1,0,3,0,1,Joy,really coola smile
We were in search of food and stumbled on this block of Indian restaurants on East Sixth Street.,food,neutral,21,25,2,1,1,0,1,0,Anger,stumbled
"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .",sushi,positive,75,80,0,0,0,4,0,0,Joy,which is greatexcellent too
"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .",thai food,positive,103,112,0,0,0,4,0,0,Joy,which is greatexcellent too
"Very excited to hear that short-term Chef Jason Narone has moved on, he truly was a low point of their Sterling track record.",Chef,negative,37,41,0,0,0,4,0,0,Joy,Very excited
I had to share my table with a loud group of kids and the service was rude an unattentive.,service,negative,58,65,4,3,1,0,3,0,Anger,rude an unattentive
I had to share my table with a loud group of kids and the service was rude an unattentive.,table,negative,18,23,4,3,1,0,3,0,Anger,rude an unattentive
The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.,garlic,positive,41,47,0,0,0,3,0,0,Joy,sooo good fresh
The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.,fresh tomatoes,positive,52,66,0,0,0,3,0,0,Joy,sooo goodfresh
The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.,sauce on the pizza,positive,4,22,0,0,0,3,0,0,Joy,sooo goodfresh
"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",outdoor seating,positive,72,87,0,0,0,3,0,0,Joy,delightperfect
"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",mesclun,positive,19,26,0,0,0,3,0,0,Joy,enjoyed
"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",salmon,positive,28,34,0,0,0,3,0,0,Joy,enjoyed
"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",ice cream,positive,40,49,0,0,0,3,0,0,Joy,enjoyed
